index,submit_date,ID,platform,sessionid,blocking,duration,start,subtype,ts,license,parameters.sourceView,parameters.delayDuration,parameters.loadScenesDuration,parameters.updateSceneDuration,parameters.didCompile,parameters.backupScenesDuration,parameters.domainReloadDuration,parameters.noDomainReload,parameters.noSceneReload,parameters.sceneCount,parameters.dirtySceneCount,parameters.scriptDebugInfoEnabled,parameters.autoGenerate,parameters.bakeBackend,parameters.computeRealtime,parameters.computeBaked,parameters.outcome,parameters.indirectResolution,parameters.lightmapResolution,parameters.compressLightmaps,parameters.lightmapSize,parameters.progressive.directSamples,parameters.progressive.indirectSamples,parameters.progressive.bounces,parameters.progressive.prioritizeView,parameters.ambientOcclusion.maxDistance,parameters.progressive.russianRouletteStartBounce,parameters.progressive.minBounces,parameters.fallback,parameters.lightmaps.occupiedTexels,parameters.lightmaps.lightmapCount,parameters.scene.contributingInstanceCount,parameters.scene.meshCount,parameters.scene.totalTriangleCount,parameters.lights.mixedBakeMode,parameters.lights.bakedLightCount,parameters.lights.mixedLightCount,parameters.lights.shadowCastingLightCount,parameters.lights.cookieLightCount,parameters.lights.uniqueCookieCount,parameters.lightProbes.lightProbeGroupCount,parameters.lightProbes.lightProbeCount,parameters.lightProbes.contributingLightProbeLitInstanceCount,parameters.memory.maxTilingModeDuringBake,parameters.lightmapCompression,parameters.enlighten.finalGather.rayCount,parameters.enlighten.finalGather.denoise,used_lighting,bakeBackendflag,hour,sess_duration,sess_duration_h,hour_bin,total_hours,use_category,session_count
906585,2021-10-28 00:00:00.000000000,73i8XZyJ/VH06gpXU1oObIZPCKSjnx8FBg/O96Sb6IY=,WindowsEditor,8783197995654857728,False,8573294.0,2021-10-28 17:39:30.430414500,computeLighting,2021-10-28 17:39:39.004000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivecpu,False,True,success,,4.0,False,1024.0,4.0,8.0,2.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,True,True,17.0,0 days 00:02:02.973000,0.03,afternoon/evening,168.41,very high,4
920687,2021-10-28 00:00:00.000000000,73i8XZyJ/VH06gpXU1oObIZPCKSjnx8FBg/O96Sb6IY=,WindowsEditor,8262643206070763520,False,13758999.0,2021-10-28 19:00:31.112072600,computeLighting,2021-10-28 19:00:44.871000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivecpu,False,True,success,,4.0,False,1024.0,4.0,8.0,2.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,True,True,19.0,0 days 02:37:03.189000,2.62,night,168.41,very high,4
920688,2021-10-28 00:00:00.000000000,73i8XZyJ/VH06gpXU1oObIZPCKSjnx8FBg/O96Sb6IY=,WindowsEditor,8783197995654857728,False,11691616.0,2021-10-28 17:37:24.338943700,computeLighting,2021-10-28 17:37:36.031000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivecpu,False,True,success,,4.0,False,1024.0,4.0,8.0,2.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,True,True,17.0,0 days 00:02:02.973000,0.03,afternoon/evening,168.41,very high,4
967402,2021-10-28 00:00:00.000000000,73i8XZyJ/VH06gpXU1oObIZPCKSjnx8FBg/O96Sb6IY=,WindowsEditor,5888455541594783744,False,11796466.0,2021-10-28 11:54:15.006467500,computeLighting,2021-10-28 11:54:26.802000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivecpu,False,True,success,,4.0,False,1024.0,4.0,8.0,2.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,True,True,11.0,0 days 00:55:27.546000,0.92,day,168.41,very high,4
972770,2021-10-28 00:00:00.000000000,73i8XZyJ/VH06gpXU1oObIZPCKSjnx8FBg/O96Sb6IY=,WindowsEditor,5888455541594783744,False,8617926.0,2021-10-28 11:39:01.027066900,computeLighting,2021-10-28 11:39:09.644000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivecpu,False,True,success,,4.0,False,1024.0,4.0,8.0,2.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,True,True,11.0,0 days 00:55:27.546000,0.92,day,168.41,very high,4
978382,2021-10-28 00:00:00.000000000,73i8XZyJ/VH06gpXU1oObIZPCKSjnx8FBg/O96Sb6IY=,WindowsEditor,5888455541594783744,False,8508905.0,2021-10-28 11:15:04.198690600,computeLighting,2021-10-28 11:15:12.707000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivecpu,False,True,success,,4.0,False,1024.0,4.0,8.0,2.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,True,True,11.0,0 days 00:55:27.546000,0.92,day,168.41,very high,4
981317,2021-10-28 00:00:00.000000000,73i8XZyJ/VH06gpXU1oObIZPCKSjnx8FBg/O96Sb6IY=,WindowsEditor,5888455541594783744,False,9662163.0,2021-10-28 11:42:06.877302400,computeLighting,2021-10-28 11:42:16.539000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivecpu,False,True,success,,4.0,False,1024.0,4.0,8.0,2.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,True,True,11.0,0 days 00:55:27.546000,0.92,day,168.41,very high,4
993952,2021-10-28 00:00:00.000000000,73i8XZyJ/VH06gpXU1oObIZPCKSjnx8FBg/O96Sb6IY=,WindowsEditor,5888455541594783744,False,20679477.0,2021-10-28 11:11:41.142199600,computeLighting,2021-10-28 11:12:01.821000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivecpu,False,True,success,,4.0,False,1024.0,4.0,8.0,2.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,True,True,11.0,0 days 00:55:27.546000,0.92,day,168.41,very high,4
998583,2021-10-28 00:00:00.000000000,73i8XZyJ/VH06gpXU1oObIZPCKSjnx8FBg/O96Sb6IY=,WindowsEditor,5888455541594783744,False,11253878.0,2021-10-28 12:00:15.253479300,computeLighting,2021-10-28 12:00:26.507000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivecpu,False,True,success,,4.0,False,1024.0,4.0,8.0,2.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,True,True,12.0,0 days 00:55:27.546000,0.92,day,168.41,very high,4
940709,2021-10-28 00:00:00.000000000,7vNVPXoIlQ7exSZpRZ/mXUeJSoeXU5PrGpZ/JOmd13g=,WindowsEditor,9147201421386243072,False,28324540.0,2021-10-28 14:43:59.310940300,computeLighting,2021-10-28 14:44:27.634000000,Unity Pro,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,True,True,interrupted,40.0,25.0,True,2048.0,32.0,512.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,True,True,14.0,0 days 00:00:00,0.0,afternoon/evening,0.02,low,2
923887,2021-10-28 00:00:00.000000000,iM/g7kCJRpcNbCbk1WNqFK17voUkgWxIrIJvYp/keOc=,WindowsEditor,93596234058833952,False,65802598.0,2021-10-28 15:39:28.922334000,computeLighting,2021-10-28 15:47:44.220000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,interrupted,,2.200000047683716,True,2048.0,32.0,512.0,2.0,False,1.0,,,,,,,,,,,,,,,,,,,,,,True,True,15.0,0 days 04:32:47.210000,4.55,afternoon/evening,1649.45,very high,5
931743,2021-10-28 00:00:00.000000000,iM/g7kCJRpcNbCbk1WNqFK17voUkgWxIrIJvYp/keOc=,WindowsEditor,93596234058833952,False,165542045.0,2021-10-28 15:02:51.426862700,computeLighting,2021-10-28 15:05:36.967000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,2.0,True,2048.0,32.0,512.0,2.0,False,1.0,,,,,,,,,,,,,,,,,,,,,,True,True,15.0,0 days 04:32:47.210000,4.55,afternoon/evening,1649.45,very high,5
954259,2021-10-28 00:00:00.000000000,iM/g7kCJRpcNbCbk1WNqFK17voUkgWxIrIJvYp/keOc=,WindowsEditor,3476174328275942400,False,14997994.0,2021-10-28 16:07:48.674668200,computeLighting,2021-10-28 16:08:03.672000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,interrupted,,2.200000047683716,True,2048.0,32.0,1024.0,2.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,True,True,16.0,0 days 00:10:01.526000,0.17,afternoon/evening,1649.45,very high,5
959335,2021-10-28 00:00:00.000000000,iM/g7kCJRpcNbCbk1WNqFK17voUkgWxIrIJvYp/keOc=,WindowsEditor,93596234058833952,False,4361246.0,2021-10-28 11:26:29.400826900,computeLighting,2021-10-28 11:26:33.760000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,10.0,True,2048.0,32.0,512.0,2.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,True,True,11.0,0 days 04:32:47.210000,4.55,day,1649.45,very high,5
962944,2021-10-28 00:00:00.000000000,iM/g7kCJRpcNbCbk1WNqFK17voUkgWxIrIJvYp/keOc=,WindowsEditor,93596234058833952,False,98167454.0,2021-10-28 12:58:08.314759200,computeLighting,2021-10-28 12:59:46.480000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,5.0,True,2048.0,32.0,512.0,2.0,False,,,,,,,,,,,,,,,,,,,,,,,True,True,12.0,0 days 04:32:47.210000,4.55,day,1649.45,very high,5
967790,2021-10-28 00:00:00.000000000,iM/g7kCJRpcNbCbk1WNqFK17voUkgWxIrIJvYp/keOc=,WindowsEditor,3476174328275942400,False,9316427.0,2021-10-28 15:58:20.370087300,computeLighting,2021-10-28 15:58:29.686000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,interrupted,,2.200000047683716,True,4096.0,32.0,1024.0,2.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,True,True,15.0,0 days 00:10:01.526000,0.17,afternoon/evening,1649.45,very high,5
983349,2021-10-28 00:00:00.000000000,iM/g7kCJRpcNbCbk1WNqFK17voUkgWxIrIJvYp/keOc=,WindowsEditor,93596234058833952,False,2401087.0,2021-10-28 11:59:38.957854200,computeLighting,2021-10-28 11:59:41.357000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,5.0,True,2048.0,32.0,512.0,2.0,False,1.0,,,,,,,,,,,,,,,,,,,,,,True,True,11.0,0 days 04:32:47.210000,4.55,day,1649.45,very high,5
985735,2021-10-28 00:00:00.000000000,iM/g7kCJRpcNbCbk1WNqFK17voUkgWxIrIJvYp/keOc=,WindowsEditor,93596234058833952,False,130011393.0,2021-10-28 11:31:46.130154900,computeLighting,2021-10-28 11:33:56.140000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,10.0,True,2048.0,32.0,512.0,2.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,True,True,11.0,0 days 04:32:47.210000,4.55,day,1649.45,very high,5
946611,2021-10-28 00:00:00.000000000,aPGF9YqBAQqWbIEgxNzNqJFdhGWQUxu2cP22AnhmYlI=,WindowsEditor,8510366730373365760,False,1009039.0,2021-10-28 13:56:51.051853400,computeLighting,2021-10-28 13:56:50.980000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivecpu,False,True,success,,40.0,True,1024.0,32.0,512.0,2.0,True,,,1.0,,,,,,,,,,,,,,,,,,,,True,True,13.0,0 days 04:25:33.213000,4.43,afternoon/evening,354.4,very high,1
947925,2021-10-28 00:00:00.000000000,aPGF9YqBAQqWbIEgxNzNqJFdhGWQUxu2cP22AnhmYlI=,WindowsEditor,8510366730373365760,False,1038752.0,2021-10-28 13:44:33.771791700,computeLighting,2021-10-28 13:44:33.740000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivecpu,False,True,success,,40.0,True,1024.0,32.0,512.0,2.0,True,,,1.0,,,,,,,,,,,,,,,,,,,,True,True,13.0,0 days 04:25:33.213000,4.43,afternoon/evening,354.4,very high,1
934108,2021-10-28 00:00:00.000000000,1CfOVo2NBKUYLZdvBGrDK5bLSepJ7788Rt1Skjed0Iw=,WindowsEditor,1177662058110405120,False,3889847.0,2021-10-28 18:00:52.656855500,computeLighting,2021-10-28 18:00:56.548000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivecpu,False,True,success,,32.0,True,512.0,32.0,256.0,2.0,True,1.0,,1.0,none,,,,,,,,,,,,,,,,,,,True,True,18.0,0 days 05:18:44.425000,5.31,afternoon/evening,403.55999999999995,very high,1
931852,2021-10-28 00:00:00.000000000,7etdi9kT2t/0xwVmhQTJfdWWxk/XLFLb7ifUnUkUE/s=,WindowsEditor,2850555927154867200,False,18538251.0,2021-10-28 12:54:36.946907600,computeLighting,2021-10-28 12:54:55.485000000,Unity Pro,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,40.0,True,1024.0,32.0,512.0,2.0,True,,,1.0,none,,,,,,,,,,,,,,,,,,,True,True,12.0,0 days 00:09:39.362000,0.16,day,44.190000000000005,high,4
938254,2021-10-28 00:00:00.000000000,7etdi9kT2t/0xwVmhQTJfdWWxk/XLFLb7ifUnUkUE/s=,WindowsEditor,2850555927154867200,False,16438936.0,2021-10-28 12:48:37.308153000,computeLighting,2021-10-28 12:48:53.747000000,Unity Pro,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,40.0,True,1024.0,32.0,512.0,2.0,True,,,1.0,none,,,,,,,,,,,,,,,,,,,True,True,12.0,0 days 00:09:39.362000,0.16,day,44.190000000000005,high,4
938255,2021-10-28 00:00:00.000000000,7etdi9kT2t/0xwVmhQTJfdWWxk/XLFLb7ifUnUkUE/s=,WindowsEditor,2850555927154867200,False,16283907.0,2021-10-28 12:50:01.379146200,computeLighting,2021-10-28 12:50:17.663000000,Unity Pro,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,40.0,True,1024.0,32.0,512.0,2.0,True,,,1.0,none,,,,,,,,,,,,,,,,,,,True,True,12.0,0 days 00:09:39.362000,0.16,day,44.190000000000005,high,4
968119,2021-10-28 00:00:00.000000000,7etdi9kT2t/0xwVmhQTJfdWWxk/XLFLb7ifUnUkUE/s=,WindowsEditor,2850555927154867200,False,12742854.0,2021-10-28 12:45:24.548549100,computeLighting,2021-10-28 12:45:37.292000000,Unity Pro,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,40.0,True,1024.0,32.0,512.0,2.0,True,,,1.0,none,,,,,,,,,,,,,,,,,,,True,True,12.0,0 days 00:09:39.362000,0.16,day,44.190000000000005,high,4
973467,2021-10-28 00:00:00.000000000,7etdi9kT2t/0xwVmhQTJfdWWxk/XLFLb7ifUnUkUE/s=,WindowsEditor,2850555927154867200,False,2934732.0,2021-10-28 12:45:13.187496000,computeLighting,2021-10-28 12:45:16.123000000,Unity Pro,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,40.0,True,1024.0,32.0,512.0,2.0,True,,,1.0,none,,,,,,,,,,,,,,,,,,,True,True,12.0,0 days 00:09:39.362000,0.16,day,44.190000000000005,high,4
992391,2021-10-28 00:00:00.000000000,7etdi9kT2t/0xwVmhQTJfdWWxk/XLFLb7ifUnUkUE/s=,WindowsEditor,2850555927154867200,False,16379795.0,2021-10-28 12:49:32.708726200,computeLighting,2021-10-28 12:49:49.089000000,Unity Pro,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,40.0,True,1024.0,32.0,512.0,2.0,True,,,1.0,none,,,,,,,,,,,,,,,,,,,True,True,12.0,0 days 00:09:39.362000,0.16,day,44.190000000000005,high,4
922091,2021-10-28 00:00:00.000000000,asZ/mzbucSzngwrpadrLwjpICQRQBDTpOS4ZUE50VQI=,OSXEditor,5033284571864909824,False,4366660.0,2021-10-28 20:00:02.040611000,computeLighting,2021-10-28 12:39:26.526000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivecpu,False,True,success,,40.0,True,1024.0,32.0,512.0,2.0,True,,,1.0,none,,,,,,,,,,,,,,,,,,,True,True,12.0,0 days 06:03:56.654000,6.07,day,443.11,very high,1
947093,2021-10-28 00:00:00.000000000,LbWz9HLR2y8sk4UcseIyBK498LrH1JtdbGvl6zxnJhY=,WindowsEditor,971864903909667584,False,98143928.0,2021-10-28 11:24:29.404748000,computeLighting,2021-10-28 11:26:07.549000000,Unity Pro,UnityEditor.LightingWindow,,,,,,,,,,,,False,enlighten,False,True,success,,5.0,False,2048.0,,,,,,,,,,,,,,,,,,,,,,,,,32.0,True,True,True,11.0,0 days 00:16:08.625000,0.27,day,2067.2400000000002,very high,293
998526,2021-10-28 00:00:00.000000000,LbWz9HLR2y8sk4UcseIyBK498LrH1JtdbGvl6zxnJhY=,WindowsEditor,971864903909667584,False,135593957.0,2021-10-28 11:31:09.839442900,computeLighting,2021-10-28 11:33:25.435000000,Unity Pro,UnityEditor.LightingWindow,,,,,,,,,,,,False,enlighten,False,True,success,,5.0,False,2048.0,,,,,,,,,,,,,,,,,,,,,,,,,32.0,True,True,True,11.0,0 days 00:16:08.625000,0.27,day,2067.2400000000002,very high,293
952711,2021-10-28 00:00:00.000000000,e4UBXPBMTJqHbbnyq42NSvn8joTnbmP/dLYvwfxPUew=,WindowsEditor,9075291124961320960,False,1685868.0,2021-10-28 21:24:17.536034600,computeLighting,2021-10-28 21:24:19.221000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivecpu,False,True,success,,40.0,,1024.0,32.0,512.0,2.0,True,,,1.0,none,0.0,0.0,0.0,0.0,0.0,shadowmask,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,True,True,21.0,0 days 01:12:41.633000,1.21,night,19.36,medium,1
952712,2021-10-28 00:00:00.000000000,e4UBXPBMTJqHbbnyq42NSvn8joTnbmP/dLYvwfxPUew=,WindowsEditor,9075291124961320960,False,1609957.0,2021-10-28 21:21:29.622964200,computeLighting,2021-10-28 21:21:31.232000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,40.0,,1024.0,32.0,512.0,2.0,True,,,1.0,none,0.0,0.0,0.0,0.0,0.0,shadowmask,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,True,True,21.0,0 days 01:12:41.633000,1.21,night,19.36,medium,1
918979,2021-10-28 00:00:00.000000000,xnrD7QGkaf1v3u/ATz9CC6iYLBhO8/DDSh9226sWHfk=,WindowsEditor,4058151044607024128,False,2328833.0,2021-10-28 21:41:02.181480100,computeLighting,2021-10-28 21:41:04.497000000,Unity Pro,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivecpu,True,True,interrupted,2.0,40.0,True,1024.0,32.0,512.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,True,True,21.0,0 days 00:48:18.800000,0.81,night,16.200000000000003,medium,1
928952,2021-10-28 00:00:00.000000000,pszmoEs25oqwuWk5Up9tBNXaaTSz6lOFRBbuRyCsNw0=,WindowsEditor,1284146638112976896,False,10620895.0,2021-10-28 22:02:37.468378200,computeLighting,2021-10-28 22:02:48.088000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,enlighten,False,False,success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,22.0,0 days 01:20:09.259000,1.34,night,60.300000000000004,very high,1
996122,2021-10-28 00:00:00.000000000,pszmoEs25oqwuWk5Up9tBNXaaTSz6lOFRBbuRyCsNw0=,WindowsEditor,1284146638112976896,False,5535533.0,2021-10-28 22:27:08.272045200,computeLighting,2021-10-28 22:27:13.807000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,enlighten,False,False,success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,22.0,0 days 01:20:09.259000,1.34,night,60.300000000000004,very high,1
921094,2021-10-28 00:00:00.000000000,CoxL2ueqgbSmwKsepAxariIYmprbwK87u+peDsA8rgE=,WindowsEditor,7036441886440092672,False,4260185.0,2021-10-25 01:25:34.751318800,computeLighting,2021-10-25 01:25:39.010000000,Unity Pro,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivecpu,False,True,success,,40.0,True,1024.0,32.0,500.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,True,True,1.0,0 days 00:55:48.944000,0.93,very early,961.2900000000001,very high,11
969205,2021-10-28 00:00:00.000000000,gWx18BYZQqRBXIO2eLrw+Rf6a1bUZkQacVl/jp0mehk=,WindowsEditor,8425152338652487680,False,77623341.0,2021-10-28 21:00:33.299779300,computeLighting,2021-10-28 21:01:50.922000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,40.0,True,1024.0,32.0,512.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,True,True,21.0,0 days 01:51:56.704000,1.87,night,18.700000000000003,medium,1
941849,2021-10-28 00:00:00.000000000,Lh67T0CQKpVS3PHUuD33zL4PVunuOsl5gWPHoWJhArs=,WindowsEditor,7630141616275666944,False,1707699.0,2021-10-28 20:14:19.671001800,computeLighting,2021-10-28 20:14:21.378000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivecpu,False,True,success,,40.0,True,1024.0,32.0,512.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,True,True,20.0,0 days 04:54:16.654000,4.9,night,421.40000000000003,very high,1
982478,2021-10-28 00:00:00.000000000,D4GzNHiIBqEZmDEJVEnZW80UeRqFayuywJYWeYxHyyw=,WindowsEditor,6790976234105577472,False,113705767.0,2021-10-27 22:57:51.147460900,computeLighting,2021-10-27 22:59:44.853000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,40.0,True,1024.0,32.0,512.0,2.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,True,True,22.0,0 days 00:00:00,0.0,night,4.489999999999999,low,5
905765,2021-10-28 00:00:00.000000000,1oEkug8RxjBH32qIYvluWDE25iRdy5bzmGcOL2KjgKU=,WindowsEditor,3841131709447592448,False,2698068.0,2021-10-28 21:14:34.663053200,computeLighting,2021-10-28 21:14:37.360000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,40.0,True,1024.0,32.0,512.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,True,True,21.0,0 days 00:14:19.241000,0.24,night,610.14,very high,2
905766,2021-10-28 00:00:00.000000000,1oEkug8RxjBH32qIYvluWDE25iRdy5bzmGcOL2KjgKU=,WindowsEditor,1025941707705295744,False,3970328.0,2021-10-28 18:41:31.856211800,computeLighting,2021-10-28 18:41:36.441000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,40.0,True,1024.0,32.0,512.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,True,True,18.0,0 days 07:43:53.498000,7.73,afternoon/evening,610.14,very high,2
905767,2021-10-28 00:00:00.000000000,1oEkug8RxjBH32qIYvluWDE25iRdy5bzmGcOL2KjgKU=,WindowsEditor,3841131709447592448,False,3693640.0,2021-10-28 21:23:12.161026800,computeLighting,2021-10-28 21:23:15.854000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,40.0,True,1024.0,32.0,512.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,True,True,21.0,0 days 00:14:19.241000,0.24,night,610.14,very high,2
906992,2021-10-28 00:00:00.000000000,1oEkug8RxjBH32qIYvluWDE25iRdy5bzmGcOL2KjgKU=,WindowsEditor,1025941707705295744,False,3071311.0,2021-10-28 19:32:13.558196100,computeLighting,2021-10-28 19:32:17.244000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,40.0,True,1024.0,32.0,512.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,True,True,19.0,0 days 07:43:53.498000,7.73,night,610.14,very high,2
909440,2021-10-28 00:00:00.000000000,1oEkug8RxjBH32qIYvluWDE25iRdy5bzmGcOL2KjgKU=,WindowsEditor,1025941707705295744,False,3812340.0,2021-10-28 15:48:50.864836800,computeLighting,2021-10-28 15:48:55.086000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,40.0,True,1024.0,32.0,512.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,True,True,15.0,0 days 07:43:53.498000,7.73,afternoon/evening,610.14,very high,2
913405,2021-10-28 00:00:00.000000000,1oEkug8RxjBH32qIYvluWDE25iRdy5bzmGcOL2KjgKU=,WindowsEditor,1025941707705295744,False,4172818.0,2021-10-28 19:32:38.567453100,computeLighting,2021-10-28 19:32:43.354000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,40.0,True,1024.0,32.0,512.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,True,True,19.0,0 days 07:43:53.498000,7.73,night,610.14,very high,2
919172,2021-10-28 00:00:00.000000000,1oEkug8RxjBH32qIYvluWDE25iRdy5bzmGcOL2KjgKU=,WindowsEditor,3841131709447592448,False,3741283.0,2021-10-28 21:14:44.150984000,computeLighting,2021-10-28 21:14:47.891000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,40.0,True,1024.0,32.0,512.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,True,True,21.0,0 days 00:14:19.241000,0.24,night,610.14,very high,2
919174,2021-10-28 00:00:00.000000000,1oEkug8RxjBH32qIYvluWDE25iRdy5bzmGcOL2KjgKU=,WindowsEditor,1025941707705295744,False,3904284.0,2021-10-28 19:31:53.935442700,computeLighting,2021-10-28 19:31:58.454000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,40.0,True,1024.0,32.0,512.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,True,True,19.0,0 days 07:43:53.498000,7.73,night,610.14,very high,2
921146,2021-10-28 00:00:00.000000000,1oEkug8RxjBH32qIYvluWDE25iRdy5bzmGcOL2KjgKU=,WindowsEditor,1025941707705295744,False,3390867.0,2021-10-28 20:07:42.070064900,computeLighting,2021-10-28 20:07:46.075000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,40.0,True,1024.0,32.0,512.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,True,True,20.0,0 days 07:43:53.498000,7.73,night,610.14,very high,2
921147,2021-10-28 00:00:00.000000000,1oEkug8RxjBH32qIYvluWDE25iRdy5bzmGcOL2KjgKU=,WindowsEditor,3841131709447592448,False,10550351.0,2021-10-28 21:20:49.953486600,computeLighting,2021-10-28 21:21:00.503000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivegpu,False,True,success,,25.0,True,1024.0,64.0,512.0,4.0,False,,,,,,,,,,,,,,,,,,,,,,,True,True,21.0,0 days 00:14:19.241000,0.24,night,610.14,very high,2
925273,2021-10-28 00:00:00.000000000,1oEkug8RxjBH32qIYvluWDE25iRdy5bzmGcOL2KjgKU=,WindowsEditor,1025941707705295744,False,14445828.0,2021-10-28 15:21:38.699430800,computeLighting,2021-10-28 15:21:53.554000000,Unity Personal,UnityEditor.LightingWindow,,,,,,,,,,,,False,progressivecpu,False,True,success,,40.0,True,1024.0,32.0,512.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,True,True,15.0,0 days 07:43:53.498000,7.73,afternoon/evening,610.14,very high,2
